"hgroup","genesymbol_source","genesymbol_target"
46598,"Tmem236","TMEM236"
46611,"Mtx3","MTX3"
47480,"1700037C18Rik","C16orf90"
47492,"2310045N01Rik","MEF2BNB"
47510,"Rnf169","RNF169"
47516,"Gm5549","GIMD1"
47543,"Chic1","CHIC1"
47588,"4931428F04Rik","KIAA0895L"
47595,"Olfr309","OR13G1"
47607,"Lin28b","LIN28B"
47677,"Fbxo47","FBXO47"
47692,"Tmem238","TMEM238"
47720,"Lyrm9","LYRM9"
47752,"Tex38","TEX38"
47753,"Mfsd2b","MFSD2B"
47758,"Lrrc14b","LRRC14B"
47789,"Fam229a","FAM229A"
47794,"1810022K09Rik","C8orf59"
47795,"Slc25a53","SLC25A53"
47801,"4930404N11Rik","C19orf71"
47831,"Shisa3","SHISA3"
47844,"Gm4980","TPBGL"
47900,"Apoa1","APOA1"
47902,"Blm","BLM"
47906,"Esr1","ESR1"
47908,"Fxn","FXN"
47914,"Pex6","PEX6"
47915,"Phkg2","PHKG2"
47922,"Glb1","GLB1"
47925,"Pecam1","PECAM1"
47927,"Apoa4","APOA4"
47928,"Apoc2","APOC2"
47932,"Gh","CSHL1"
47936,"Fcgr3","FCGR2A"
47944,"Adra2a","ADRA2A"
47947,"Atp1a2","ATP1A2"
47953,"Gucy1a2","GUCY1A2"
47955,"Il2rb","IL2RB"
47960,"Plcb3","PLCB3"
47964,"Rpl37a","RPL37A"
47969,"Taf9b","TAF9B"
47972,"Cldn20","CLDN20"
47976,"Tas2r138","TAS2R38"
47977,"Tas2r144","TAS2R40"
47978,"Lca5l","LCA5L"
47979,"Tnip3","TNIP3"
47995,"Ap1g1","AP1G1"
47996,"Amelx","AMELY"
48000,"Aqp7","AQP7"
48021,"Flt3l","FLT3LG"
48030,"Apof","APOF"
48034,"Atp2b4","ATP2B4"
48044,"Cdh4","CDH4"
48050,"Col4a6","COL4A6"
48051,"Cox7a1","COX7A1"
48052,"Cpe","CPE"
48053,"Cryaa","CRYAA"
48053,"Cryaa","LOC102724652"
48065,"Frk","FRK"
48067,"Darc","DARC"
48068,"Fyn","FYN"
48071,"Gml","GML"
48071,"Hemt1","GML"
48082,"Ido1","IDO1"
48088,"Il3ra","IL3RA"
48097,"Lair1","LAIR1"
48101,"Lmo1","LMO1"
48104,"Matk","MATK"
48111,"Ceacam18","CEACAM18"
48115,"Pbx2","PBX2"
48120,"Plaur","PLAUR"
48121,"Pola2","POLA2"
48124,"Ppp1r3a","PPP1R3A"
48130,"Pkn1","PKN1"
48133,"Mapk13","MAPK13"
48134,"Eif2ak2","EIF2AK2"
48140,"Twf1","TWF1"
48142,"Ptprn","PTPRN"
48145,"Raf1","RAF1"
48147,"Rev3l","REV3L"
48153,"Ccl4","CCL4"
48159,"Map2k4","MAP2K4"
48162,"Slamf1","SLAMF1"
48164,"Fscn1","FSCN1"
48172,"Hira","HIRA"
48191,"Zscan30","ZSCAN30"
48194,"Zp2","ZP2"
48226,"Utf1","UTF1"
48227,"Rad54l","RAD54L"
48235,"Slc25a12","SLC25A12"
48236,"Npff","NPFF"
48241,"B4galt3","B4GALT3"
48249,"Cd84","CD84"
48250,"Hdac3","HDAC3"
48252,"Synj1","SYNJ1"
48253,"Fubp1","FUBP1"
48264,"E2f2","E2F2"
48270,"Tnfrsf18","TNFRSF18"
48274,"Ly86","LY86"
48275,"H6pd","H6PD"
48276,"Arl3","ARL3"
48282,"Fap","FAP"
48288,"Pfkfb4","PFKFB4"
48301,"Lrrfip1","LRRFIP1"
48302,"Rps6ka5","RPS6KA5"
48304,"Cnot8","CNOT8"
48322,"Rad23a","RAD23A"
48324,"Slc17a1","SLC17A1"
48325,"Trim25","TRIM25"
48326,"Isg15","ISG15"
48335,"Foxl1","FOXL1"
48337,"Gpr31b","GPR31"
48343,"Prkce","PRKCE"
48346,"Chaf1b","CHAF1B"
48347,"Faim3","FAIM3"
48350,"Insl5","INSL5"
48353,"Scarb2","SCARB2"
48358,"Ptprcap","PTPRCAP"
48364,"Sgk1","SGK1"
48376,"Ddx39b","DDX39B"
48381,"Mef2b","MEF2B"
48382,"Mep1b","MEP1B"
48394,"Endou","ENDOU"
48396,"Rragb","RRAGB"
48402,"Atp8a1","ATP8A1"
48406,"Csf2ra","CSF2RA"
48420,"Stk3","STK3"
48424,"Arih2","ARIH2"
48427,"Trim38","TRIM38"
48428,"Stk25","STK25"
48430,"Ipo8","IPO8"
48431,"Cxcl13","CXCL13"
48436,"Rad51ap1","RAD51AP1"
48437,"Dyrk2","DYRK2"
48438,"Evi2b","EVI2B"
48438,"Evi2a-evi2b","EVI2B"
48443,"Tnfsf13b","TNFSF13B"
48448,"Kdm5b","KDM5B"
48457,"Pgrmc1","PGRMC1"
48460,"Ehmt2","EHMT2"
48461,"Pskh1","PSKH1"
48468,"Ifi44l","IFI44L"
48482,"Sptbn2","SPTBN2"
48483,"Syn1","SYN1"
48490,"Wwp2","WWP2"
48491,"8430408G22Rik","C10orf10"
48495,"Nox1","NOX1"
48496,"Zwint","ZWINT"
48497,"Bves","BVES"
48498,"Wdr45","WDR45"
48509,"Fam107a","FAM107A"
48510,"Celf3","CELF3"
48514,"Cd300a","CD300A"
48515,"Vsig4","VSIG4"
48535,"Lsm2","LSM2"
48572,"Rad18","RAD18"
48591,"Map2k2","MAP2K2"
48654,"Stk32b","STK32B"
48679,"Rab14","RAB14"
48692,"Csnk1g1","CSNK1G1"
48696,"Chac2","CHAC2"
48706,"Camk1g","CAMK1G"
48742,"Fam203a","FAM203A"
48772,"Rabepk","RABEPK"
48773,"Akt2","AKT2"
48830,"Ido2","IDO2"
48881,"Ctdspl","CTDSPL"
48919,"Gm15210","IMPDH2"
48919,"Impdh2","IMPDH2"
49011,"Cnot7","CNOT7"
49068,"Tssk6","TSSK6"
49075,"Slc35e1","SLC35E1"
49088,"Grhpr","GRHPR"
49103,"Adck2","ADCK2"
49134,"Mmrn1","MMRN1"
49137,"Ddx42","DDX42"
49141,"Ap1g2","AP1G2"
49153,"F8","F8"
49157,"Gcsam","GCSAM"
49183,"Ntrk3","NTRK3"
49188,"Ptbp1","PTBP1"
49197,"Stra8","STRA8"
49202,"Tll1","TLL1"
49215,"Ahrr","AHRR"
49222,"Cst9","CST9L"
49227,"Ddx4","DDX4"
49231,"Lefty1","LEFTY1"
49234,"Evi2a","EVI2A"
49236,"Gsg2","GSG2"
49239,"Foxd3","FOXD3"
49241,"Hmx1","HMX1"
49242,"Ifnar2","IFNAR2"
49268,"Serf1","SERF1A"
49268,"Serf1","SERF1B"
49280,"Zfp9","ZNF25"
49291,"Clec4a2","CLEC4A"
49294,"Figla","FIGLA"
49299,"Cabyr","CABYR"
49301,"Rabgap1","RABGAP1"
49307,"Cabin1","CABIN1"
49308,"Epb4.1l3","EPB41L3"
49312,"Mycbp","MYCBP"
49320,"Tnfrsf13b","TNFRSF13B"
49338,"Zfp112","ZNF112"
49348,"Syn2","SYN2"
49351,"Mga","MGA"
49366,"Slc6a16","SLC6A16"
49368,"2300002M23Rik","C6orf15"
49375,"Rbfox2","RBFOX2"
49376,"Eid1","EID1"
49378,"Sult4a1","SULT4A1"
49379,"Nek6","NEK6"
49382,"Rtdr1","RTDR1"
49386,"Trp53tg5","TP53TG5"
49388,"Rbms3","RBMS3"
49392,"Ero1l","ERO1L"
49395,"Ppip5k1","PPIP5K1"
49396,"Rab11fip3","RAB11FIP3"
49400,"Ppp1r26","PPP1R26"
49405,"Phf8","PHF8"
49406,"Alms1","ALMS1"
49408,"Sulf1","SULF1"
49409,"Ppip5k2","PPIP5K2"
49412,"Icosl","ICOSLG"
49412,"Icosl","LOC102723996"
49413,"Szt2","SZT2"
49414,"Arhgef4","ARHGEF4"
49416,"Panx1","PANX1"
49418,"Dcaf12","DCAF12"
49422,"Osbpl3","OSBPL3"
49432,"Stk36","STK36"
49435,"Nox3","NOX3"
49449,"Gm13202","CHCHD2"
49449,"Chchd2","CHCHD2"
49451,"Nol7","NOL7"
49454,"Snx9","SNX9"
49463,"Akap7","AKAP7"
49467,"Cdkl3","CDKL3"
49468,"Clec1b","CLEC1B"
49474,"Ackr4","ACKR4"
49476,"Crlf2","CRLF2"
49478,"Oas2","OAS2"
49480,"Tas2r108","TAS2R4"
49481,"Myo5b","MYO5B"
49485,"Calm4","CALML5"
49486,"Myo3a","MYO3A"
49487,"Sult2b1","SULT2B1"
49488,"Xaf1","XAF1"
49496,"Bhmt2","BHMT2"
49498,"Tet2","TET2"
49504,"Lax1","LAX1"
49506,"Tmem260","TMEM260"
49508,"Rhbdl2","RHBDL2"
49509,"Trnau1ap","TRNAU1AP"
49511,"Odam","ODAM"
49516,"Vps13b","VPS13B"
49519,"Parpbp","PARPBP"
49520,"D030056L22Rik","C9orf40"
49522,"Mansc1","MANSC1"
49525,"Cenpq","CENPQ"
49526,"Iqcc","IQCC"
49527,"Dnajc17","DNAJC17"
49528,"1700011H14Rik","C14orf105"
49530,"Fanci","FANCI"
49531,"Ccdc87","CCDC87"
49533,"Cdk5rap2","CDK5RAP2"
49535,"Fggy","FGGY"
49537,"0610040J01Rik","C4orf19"
49541,"Zfp839","ZNF839"
49545,"Styk1","STYK1"
49549,"C5ar2","C5AR2"
49551,"B3gat1","B3GAT1"
49552,"Mark1","MARK1"
49559,"Ift20","IFT20"
49561,"Pcdhac1","PCDHAC1"
49562,"Pcdhac2","PCDHAC2"
49565,"Pcdha5","PCDHA5"
49567,"Pcdhga10","PCDHGA10"
49571,"Pcdhgb2","PCDHGB2"
49573,"Pcdhgb6","PCDHGB6"
49581,"Gfod1","GFOD1"
49583,"Gm5617","C11orf71"
49589,"Tnxb","TNXB"
49590,"Prkaa1","PRKAA1"
49594,"4932438H23Rik","C21orf62"
49595,"Il1f9","IL36G"
49599,"Gps2","GPS2"
49603,"Psrc1","PSRC1"
49606,"Clec7a","CLEC7A"
49610,"Eif5","EIF5"
49614,"Ndufa4l2","NDUFA4L2"
49618,"Nmur2","NMUR2"
49621,"Ceacam19","CEACAM19"
49628,"Cd177","CD177"
49631,"BC051019","C11orf16"
49635,"Lrtm1","LRTM1"
49639,"Ranbp10","RANBP10"
49641,"Usp29","USP29"
49646,"Dhrs4","DHRS4"
49654,"Rtn1","RTN1"
49660,"Slamf7","SLAMF7"
49663,"Rhou","RHOU"
49666,"Ly6g5b","LY6G5B"
49667,"Rragd","RRAGD"
49671,"Pglyrp2","PGLYRP2"
49674,"Mknk2","MKNK2"
49680,"Lgr6","LGR6"
49691,"Zfp711","ZNF711"
49694,"Cxcl16","CXCL16"
49695,"Piezo2","PIEZO2"
49696,"Fam111a","FAM111A"
49697,"Fam217b","FAM217B"
49698,"Clstn2","CLSTN2"
49703,"Dpep2","DPEP2"
49706,"Lmbr1","LMBR1"
49707,"Wbscr17","WBSCR17"
49708,"Gm7120","C5orf28"
49713,"Tns3","TNS3"
49716,"Fndc4","FNDC4"
49723,"Sowahc","SOWAHC"
49724,"Nadk","NADK"
49729,"Knop1","KNOP1"
49734,"Tubb2b","TUBB2B"
49741,"AA986860","C1orf116"
49745,"3110062M04Rik","C7orf49"
49751,"Alg14","ALG14"
49753,"Aplf","APLF"
49754,"Spaca7","SPACA7"
49760,"Cenpo","CENPO"
49770,"Tctn1","TCTN1"
49772,"Ric3","RIC3"
49773,"BC028528","C1orf54"
49779,"Igflr1","IGFLR1"
49781,"Bbs10","BBS10"
49784,"Iqca","IQCA1"
49791,"Kdm8","KDM8"
49795,"Zfp963","ZNF669"
49796,"Thsd4","THSD4"
49799,"Ago3","AGO3"
49801,"Adm2","ADM2"
49806,"Dsn1","DSN1"
49810,"Ankrd53","ANKRD53"
49811,"Tmem156","TMEM156"
49819,"Myo19","MYO19"
49822,"BC068281","C2orf44"
49825,"Acad10","ACAD10"
49831,"Oxld1","OXLD1"
49832,"Pyurf","PYURF"
49838,"Spesp1","SPESP1"
49839,"Ccer1","CCER1"
49840,"Bcl2l14","BCL2L14"
49841,"1700010I14Rik","C6orf118"
49842,"Khdc3","KHDC3L"
49849,"1700093K21Rik","C2orf74"
49850,"1700028P14Rik","C9orf135"
49855,"Ubl4b","UBL4B"
49856,"4930522H14Rik","C1orf185"
49858,"Mgarp","MGARP"
49859,"4930578I06Rik","C8orf74"
49860,"Cdca5","CDCA5"
49861,"Tex13a","TEX13A"
49862,"Nifk","NIFK"
49867,"Maf1","MAF1"
49869,"Srrm4","SRRM4"
49871,"Ccdc54","CCDC54"
49885,"Ankrd24","ANKRD24"
49887,"Fam71d","FAM71D"
49895,"Rbpms2","RBPMS2"
49896,"Acad11","ACAD11"
49897,"Tnfrsf13c","TNFRSF13C"
49898,"Anks4b","ANKS4B"
49899,"Fgfbp3","FGFBP3"
49900,"2900092C05Rik","C19orf18"
49901,"3110082I17Rik","C7orf50"
49912,"Iqce","IQCE"
49913,"Slx4ip","SLX4IP"
49914,"Slc9b1","SLC9B1"
49916,"Gorasp1","GORASP1"
49919,"1700008F21Rik","CCDC7"
49920,"1700001C02Rik","C2orf70"
49921,"Iqcd","IQCD"
49922,"4930447C04Rik","C14orf39"
49925,"Clybl","CLYBL"
49927,"Mtif3","MTIF3"
49928,"Plet1","PLET1"
49932,"Spint4","SPINT4"
49933,"Misp","MISP"
49934,"Spz1","SPZ1"
49940,"Apol6","APOL6"
49945,"Slamf6","SLAMF6"
49947,"Akna","AKNA"
49959,"Ucn3","UCN3"
49961,"Tex13","TEX13B"
49962,"Tex11","TEX11"
49970,"Cdca7","CDCA7"
49972,"Tspan10","TSPAN10"
49974,"Spata16","SPATA16"
49975,"1700112E06Rik","C10orf11"
49977,"Ccdc8","CCDC8"
49978,"Ncald","NCALD"
49980,"Tex35","TEX35"
49982,"Mycbpap","MYCBPAP"
49985,"4930590J08Rik","C3orf20"
49987,"Pcbd2","PCBD2"
49989,"Sla2","SLA2"
49990,"Mfsd7a","MFSD7"
49991,"Fam188b","FAM188B"
49992,"Ccdc88b","CCDC88B"
49994,"1700019D03Rik","C2orf88"
49996,"Dydc2","DYDC2"
50007,"Cfc1","CFC1B"
50007,"Cfc1","CFC1"
50023,"Cccd183","CCDC183"
50025,"Cox14","COX14"
50026,"Rerg","RERG"
50027,"Zfp113","ZNF3"
50037,"Hells","HELLS"
50039,"Cpxcr1","CPXCR1"
50045,"Hspb9","HSPB9"
50047,"Bpifb1","BPIFB1"
50048,"Ucn2","UCN2"
50171,"Ccno","CCNO"
50190,"Rad51b","RAD51B"
50272,"Abhd17a","ABHD17A"
50340,"Ypel1","YPEL1"
50342,"Ttbk1","TTBK1"
50401,"Map3k15","MAP3K15"
50411,"Tpte","TPTE2"
50463,"Helb","HELB"
50465,"Izumo4","IZUMO4"
50472,"Fcrl1","FCRL1"
50475,"Alpk2","ALPK2"
50482,"Siglec5","SIGLEC8"
50501,"Rapgef1","RAPGEF1"
50532,"Parg","PARG"
50569,"Lipt1","LIPT1"
50574,"B3gat2","B3GAT2"
50610,"Hyal5","SPAM1"
50663,"En1","EN1"
50671,"Adat3","ADAT3"
50835,"Tbc1d12","TBC1D12"
50955,"Bri3bp","BRI3BP"
50956,"Bhlhe23","BHLHE23"
50959,"1700020A23Rik","C20orf141"
50962,"Gpr62","GPR62"
50980,"Pkn3","PKN3"
51007,"Tada2b","TADA2B"
51066,"Nobox","NOBOX"
51067,"Fam71b","FAM71B"
51110,"Cep164","CEP164"
51120,"Dupd1","DUPD1"
51177,"Zfp82","ZFP82"
51233,"Prss55","PRSS55"
51273,"Sun3","SUN3"
51350,"Wdr65","WDR65"
51352,"4833403I15Rik","AQPEP"
51375,"Dtx3l","DTX3L"
51376,"Pkd1l1","PKD1L1"
51377,"H1foo","H1FOO"
51378,"Clec12a","CLEC12A"
51381,"Timd4","TIMD4"
51384,"Mb21d1","MB21D1"
51388,"Noxred1","NOXRED1"
51391,"Tgif2lx2","TGIF2LX"
51391,"Tgif2lx1","TGIF2LX"
51393,"Myo3b","MYO3B"
51395,"Il31ra","IL31RA"
51396,"Cd300lf","CD300LF"
51399,"Als2cr12","ALS2CR12"
51403,"4930558K02Rik","C1orf105"
51405,"Birc7","BIRC7"
51460,"Poc1a","POC1A"
51463,"Zscan20","ZSCAN20"
51570,"Anks1b","ANKS1B"
51633,"4933402J07Rik","C16orf78"
51634,"Wdr64","WDR64"
51637,"1700016H13Rik","C4orf36"
51638,"Tmem71","TMEM71"
51645,"BC017643","C17orf62"
51648,"Proser2","PROSER2"
51650,"Pebp4","PEBP4"
51651,"Ccdc122","CCDC122"
51655,"4632434I11Rik","C11orf82"
51663,"Lrrc25","LRRC25"
51668,"Zfp386","ZNF519"
51671,"Tmem217","TMEM217"
51678,"9430015G10Rik","C1orf159"
51680,"Muc15","MUC15"
51691,"Gltpd2","GLTPD2"
51693,"Spidr","SPIDR"
51695,"Zfp790","ZNF790"
51725,"Olfr164","OR2M3"
51741,"Olfr1034","OR5M9"
51759,"Olfr734","OR4M1"
51800,"Olfr198","OR5AC2"
51828,"Fam185a","FAM185A"
51830,"Fam219a","FAM219A"
51833,"Hus1b","HUS1B"
51841,"Tex26","TEX26"
51842,"1700030J22Rik","C16orf46"
51846,"Eid2b","EID2B"
51847,"Gm12695","C1orf87"
51848,"Sgpp2","SGPP2"
51849,"Zfp786","ZNF786"
51851,"Mum1l1","MUM1L1"
51852,"Amer1","AMER1"
51854,"Gm626","FRMPD2"
51856,"Proca1","PROCA1"
51858,"Zfp84","ZNF565"
51861,"Zfp74","ZNF569"
51864,"Mroh8","MROH8"
51865,"1110034G24Rik","C20orf196"
51866,"Ckap2l","CKAP2L"
51867,"Gm4975","SGOL2"
51867,"Sgol2","SGOL2"
51868,"LOC102636554","ALS2CR11"
51873,"Ccdc116","CCDC116"
51874,"1700019O17Rik","C2orf57"
51876,"Trim60","TRIM60"
51880,"Fancb","FANCB"
51881,"Dcp1b","DCP1B"
51883,"Dand5","DAND5"
51887,"Gapt","GAPT"
51888,"Amer3","AMER3"
51889,"Tbc1d32","TBC1D32"
51892,"Aknad1","AKNAD1"
51893,"1700007G11Rik","C4orf22"
51895,"Gm11435","C17orf66"
51896,"Catsperd","CATSPERD"
51897,"4933430I17Rik","C9orf43"
51900,"Spata33","SPATA33"
51905,"Prss45","PRSS45"
51912,"Ttll10","TTLL10"
51916,"6820408C15Rik","C20orf96"
51918,"Ggt6","GGT6"
51919,"9130008F23Rik","C6orf141"
51920,"Tmem139","TMEM139"
51921,"Prr22","PRR22"
51941,"Zcchc6","ZCCHC6"
51942,"Aldh1l2","ALDH1L2"
51943,"Fam102a","FAM102A"
51944,"Lrrc66","LRRC66"
51953,"Gpr115","GPR115"
52086,"Ifnlr1","IFNLR1"
52092,"Ubr3","UBR3"
52094,"Ppp1r36","PPP1R36"
52095,"Smim7","SMIM7"
52098,"4930539E08Rik","C6orf222"
52099,"Prrt3","PRRT3"
52105,"4932438A13Rik","KIAA1109"
52106,"Clec9a","CLEC9A"
52110,"Ddx26b","DDX26B"
52111,"Antxrl","ANTXRL"
52118,"Hydin","HYDIN"
52120,"4930503L19Rik","C18orf54"
52121,"Tango6","TANGO6"
52129,"BC030476","ERICH5"
52134,"Gm572","C1orf127"
52147,"Cdrt4","CDRT4"
52148,"Rspo1","RSPO1"
52149,"Ccdc141","CCDC141"
52155,"Ppil6","PPIL6"
52156,"Tprn","TPRN"
52157,"Oosp2","OOSP2"
52159,"Tmem86b","TMEM86B"
52161,"Gm7068","C1orf101"
52161,"LOC102632386","C1orf101"
52162,"1810033B17Rik","C19orf59"
52163,"Ccdc107","CCDC107"
52165,"Tcerg1l","TCERG1L"
52167,"Stpg2","STPG2"
52168,"Svopl","SVOPL"
52172,"Plekha7","PLEKHA7"
52178,"4933402P03Rik","C17orf74"
52179,"2700081O15Rik","C11orf95"
52182,"Ccdc38","CCDC38"
52184,"Fam221b","FAM221B"
52193,"BC049715","C12orf60"
52195,"Prr18","PRR18"
52214,"Tas2r139","TAS2R39"
52219,"Xkr5","XKR5"
52221,"A530016L24Rik","C14orf180"
52229,"Fam166b","FAM166B"
52230,"Tas2r135","TAS2R60"
52233,"Btla","BTLA"
52235,"Ccdc73","CCDC73"
52238,"Sntn","SNTN"
52240,"Fam216b","FAM216B"
52243,"4833427G06Rik","C11orf88"
52251,"Setd1a","SETD1A"
52252,"Pla2g4d","PLA2G4D"
52253,"Lcn10","LCN10"
52255,"Nme9","NME9"
52256,"Ccdc36","CCDC36"
52257,"Treml1","TREML1"
52264,"Tmem202","TMEM202"
52268,"Bpifa3","BPIFA3"
52269,"Gm1045","C4orf26"
52272,"Lcn12","LCN12"
52274,"1700084C01Rik","C1orf110"
52276,"D630039A03Rik","C9orf152"
52281,"AI593442","C11orf87"
52298,"Tas2r131","TAS2R42"
52304,"Zfp804b","ZNF804B"
52318,"Zfp26","ZNF778"
52319,"Tmem61","TMEM61"
52326,"Wdr72","WDR72"
52328,"Axdnd1","AXDND1"
52329,"Syne1","SYNE1"
52330,"Nav2","NAV2"
52331,"4930451I11Rik","C16orf92"
52334,"Gprin3","GPRIN3"
52335,"Zfp605","ZNF605"
52341,"Qrfp","QRFP"
52344,"Ccdc129","CCDC129"
52346,"Kif24","KIF24"
52351,"Ccdc57","CCDC57"
52352,"Uts2b","UTS2B"
52359,"Rufy4","RUFY4"
52362,"Klrg2","KLRG2"
52367,"1700019B03Rik","C19orf45"
52371,"1700016K19Rik","C17orf97"
52380,"4930526D03Rik","LKAAEAR1"
52382,"Soga1","SOGA1"
52385,"Klhl33","KLHL33"
52386,"6330408A02Rik","C19orf68"
52388,"Ildr2","ILDR2"
52392,"Wee2","WEE2"
52396,"Cerkl","CERKL"
52406,"1700022I11Rik","C9orf131"
52408,"Zfp784","ZNF784"
52414,"Dock8","DOCK8"
52415,"Apobec4","APOBEC4"
52598,"Cep85l","CEP85L"
52599,"Yy2","YY2"
52601,"Spag17","SPAG17"
52602,"Scimp","SCIMP"
52611,"Tmem207","TMEM207"
52613,"Kbtbd12","KBTBD12"
52617,"Tomm20l","TOMM20L"
52619,"Krtdap","KRTDAP"
52625,"Gm1043","C4orf50"
52626,"Bend4","BEND4"
52640,"Amtn","AMTN"
52643,"Siglec15","SIGLEC15"
52649,"Ttc9","TTC9"
52652,"AW554918","KIAA1328"
52656,"Fam169a","FAM169A"
52657,"Zfhx2","ZFHX2"
52664,"Usp22","USP22"
52665,"LOC101055948","FRMPD3"
52683,"Srgap2","SRGAP2"
52701,"Hsf5","HSF5"
52729,"1700022P22Rik","SPATA45"
52739,"Gm614","CXorf65"
52756,"Igsf23","IGSF23"
52766,"Ttll8","TTLL8"
52791,"Gramd2","GRAMD2"
52813,"2210404O07Rik","SMIM24"
52815,"Lypd8","LYPD8"
52819,"Slc6a19","SLC6A19"
52823,"Lrrc63","LRRC63"
52829,"BC003965","C16orf91"
52832,"2010003K11Rik","C11orf86"
52838,"4933433C11Rik","C9orf173"
52846,"1700003E16Rik","C2orf81"
52852,"4933402N03Rik","C10orf120"
52854,"Tmem225","TMEM225"
52857,"Tmem89","TMEM89"
52868,"Zdbf2","ZDBF2"
52875,"Samd15","SAMD15"
52882,"Sycp2l","SYCP2L"
52949,"Foxi3","FOXI3"
52974,"Fam71f2","FAM71F2"
52981,"1700024P16Rik","C1orf168"
52993,"Tmem211","TMEM211"
53050,"1700007B14Rik","RP11-526A4.1"
53056,"1700019L03Rik","C9orf117"
53069,"Tmem235","TMEM235"
53111,"Ints1","INTS1"
53117,"Serpine3","SERPINE3"
53133,"Parp10","PARP10"
53205,"Ccdc42b","CCDC42B"
53300,"Rab44","RAB44"
53366,"Atxn7l1","ATXN7L1"
53396,"Fer1l6","FER1L6"
53430,"AK010878","C14orf142"
53435,"Myo18b","MYO18B"
53442,"Vgll3","VGLL3"
53461,"Arl16","ARL16"
53479,"LOC102636291","EBLN1"
53485,"1700034J05Rik","C12orf71"
53493,"Palm3","PALM3"
53496,"Noto","NOTO"
53500,"Arhgap40","ARHGAP40"
53503,"Zcchc16","ZCCHC16"
53527,"4930562C15Rik","C16orf96"
54375,"Siah3","SIAH3"
54378,"Tmem232","TMEM232"
54379,"Tmem247","TMEM247"
54416,"Stmnd1","STMND1"
54444,"Tmem233","TMEM233"
54453,"Prtg","PRTG"
54473,"Ldlrad1","LDLRAD1"
54497,"Lekr1","LEKR1"
54680,"Gm410","ANKUB1"
54754,"Kctd21","KCTD21"
54768,"Zfp652","ZNF652"
54780,"2810459M11Rik","C2orf72"
54811,"Ldlrad2","LDLRAD2"
54900,"4930404A10Rik","LOC728637"
54902,"Fam228a","FAM228A"
54908,"3425401B19Rik","C10orf71"
54921,"Kprp","KPRP"
54981,"Dbx2","DBX2"
55024,"Minos1","MINOS1"
55190,"Arhgef33","ARHGEF33"
55426,"Abcd1","ABCD1"
55427,"Ank1","ANK1"
55429,"Cdk4","CDK4"
55430,"Cdkn2a","CDKN2A"
55432,"Cnga1","CNGA1"
55433,"Col3a1","COL3A1"
55434,"Col5a1","COL5A1"
55435,"Slc26a3","SLC26A3"
55437,"Fgfr3","FGFR3"
55440,"Gck","GCK"
55442,"Gucy2e","GUCY2D"
55444,"Itgb3","ITGB3"
55448,"Krt18","KRT18"
55450,"Mpo","MPO"
55452,"Plg","PLG"
55454,"Pitx2","PITX2"
55455,"Rpgr","RPGR"
55456,"Slc5a1","SLC5A1"
55458,"Aldh3a2","ALDH3A2"
55461,"Krt5","KRT5"
55462,"Myl2","MYL2"
55465,"Cftr","CFTR"
55466,"Col10a1","COL10A1"
55467,"Fbp1","FBP1"
55468,"Galns","GALNS"
55469,"Ldlr","LDLR"
55471,"Slc11a2","SLC11A2"
55473,"Nos2","NOS2"
55477,"Adra1b","ADRA1B"
55478,"Alas1","ALAS1"
55480,"Aldh2","ALDH2"
55483,"Aldh9a1","ALDH9A1"
55484,"Cacna1c","CACNA1C"
55485,"Chrna5","CHRNA5"
55488,"Cyp51","CYP51A1"
55489,"Gabrd","GABRD"
55492,"Htr2b","HTR2B"
55493,"Itgax","ITGAX"
55494,"Oxt","OXT"
55495,"P4hb","P4HB"
55496,"Abcb1a","ABCB1"
55497,"Ppp3ca","PPP3CA"
55508,"Calhm1","CALHM1"
55513,"Dsg3","DSG3"
55514,"Cat","CAT"
55520,"Fmo1","FMO1"
55524,"Rln1","RLN1"
55526,"Ifng","IFNG"
55530,"Stxbp2","STXBP2"
55532,"Gnb1","GNB1"
55533,"Rab5c","RAB5C"
55534,"Gnas","GNAS"
55536,"Sec11a","SEC11A"
55537,"Sec61a1","SEC61A1"
55539,"Gnai2","GNAI2"
55541,"Ccl1","CCL1"
55547,"Slc6a3","SLC6A3"
55548,"Tacr2","TACR2"
55552,"Acpp","ACPP"
55553,"Actn1","ACTN1"
55557,"Slc25a5","SLC25A5"
55558,"Anxa6","ANXA6"
55559,"Abcc6","ABCC6"
55561,"Camk2d","CAMK2D"
55562,"Ccna2","CCNA2"
55565,"Cdk8","CDK8"
55566,"Cdk9","CDK9"
55567,"Rcc1","RCC1"
55569,"Chil1","CHI3L1"
55572,"Csnk2b","CSNK2B"
55574,"Ctnnd2","CTNND2"
55575,"Dock1","DOCK1"
55576,"Dyrk1a","DYRK1A"
55579,"En2","EN2"
55580,"Ern1","ERN1"
55581,"Esrrg","ESRRG"
55582,"Gpc4","GPC4"
55587,"Prmt2","PRMT2"
55588,"Dnaja1","DNAJA1"
55590,"Abca2","ABCA2"
55593,"Arf4","ARF4"
55597,"Atp2b1","ATP2B1"
55599,"Bpgm","BPGM"
55604,"Cdh8","CDH8"
55606,"Cma1","CMA1"
55607,"Col2a1","COL2A1"
55608,"Col19a1","COL19A1"
55609,"Cpa1","CPA1"
55610,"Cpb2","CPB2"
55611,"Cr2","CR2"
55612,"Crhr2","CRHR2"
55615,"Cst10","CST5"
55616,"Ctsd","CTSD"
